GarageType,GarageYrBlt,GarageFinish,GarageQual,BsmtExposure,BsmtFinType2,BsmtFinType1,BsmtCond,BsmtQual,MasVnrArea,MasVnrType,Electrical,LotConfig,LandSlope,MSZoning,Foundation,ExterCond,ExterQual,Exterior2nd,Exterior1st,RoofMatl,RoofStyle,YearRemodAdd,YearBuilt,OverallCond,OverallQual,HouseStyle,BldgType,Condition2,BsmtFinSF1,LotArea,Street,LotShape,Condition1,Neighborhood,LandContour,Utilities,SaleCondition,HeatingQC,BsmtFinSF2,TotRmsAbvGrd,YrSold,MoSold,MiscVal,PoolArea,ScreenPorch,3SsnPorch,EnclosedPorch,OpenPorchSF,WoodDeckSF,PavedDrive,GarageArea,GarageCars,Fireplaces,Functional,KitchenQual,BsmtUnfSF,KitchenAbvGr,BedroomAbvGr,HalfBath,FullBath,BsmtHalfBath,BsmtFullBath,GrLivArea,LowQualFinSF,2ndFlrSF,1stFlrSF,CentralAir,SaleType,Heating,TotalBsmtSF,MSSubClass
Attchd,1953.0,Fin,TA,No,Unf,GLQ,TA,TA,238.0,Stone,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,HdBoard,HdBoard,CompShg,Hip,1953,1953,5,6,1Story,1Fam,Norm,1285,9600,Pave,Reg,Norm,NAmes,Lvl,AllPub,Normal,TA,0,7,2009,10,0,0,0,0,0,0,110,Y,418,2,2,Typ,TA,131,1,3,0,1,0,1,1644,0,0,1644,Y,WD,GasA,1416,20
Detchd,1984.0,Unf,TA,Av,Unf,GLQ,TA,TA,0.0,None,SBrkr,CulDSac,Gtl,RL,CBlock,TA,TA,HdBoard,HdBoard,CompShg,Gable,1984,1984,6,6,SLvl,1Fam,Norm,819,7937,Pave,IR1,Norm,Mitchel,Lvl,AllPub,Normal,TA,0,6,2006,3,0,0,0,0,0,0,120,Y,588,2,0,Typ,TA,184,1,3,0,1,0,1,1003,0,0,1003,Y,WD,GasA,1003,80
Attchd,1950.0,Unf,TA,No,Unf,BLQ,TA,TA,0.0,None,FuseA,Inside,Gtl,RM,CBlock,TA,TA,Wd Sdng,Wd Sdng,CompShg,Gable,1950,1950,5,5,1.5Fin,1Fam,Norm,420,13710,Pave,Reg,Norm,IDOTRR,Lvl,AllPub,Normal,TA,0,6,2007,6,0,0,0,0,0,0,289,Y,282,1,0,Typ,TA,490,1,4,1,1,0,0,1558,0,648,910,Y,WD,GasA,910,50
Detchd,1997.0,RFn,TA,No,Unf,BLQ,TA,Gd,1600.0,BrkFace,SBrkr,Inside,Gtl,FV,PConc,TA,Gd,VinylSd,VinylSd,CompShg,Hip,1998,1997,5,7,2Story,1Fam,Norm,649,7399,Pave,IR1,Norm,Somerst,Lvl,AllPub,Normal,Ex,0,7,2007,6,0,0,198,0,0,10,0,Y,576,2,1,Typ,Gd,326,1,3,1,2,0,0,1950,0,975,975,Y,WD,GasA,975,60
Attchd,1968.0,Unf,TA,No,Rec,ALQ,TA,TA,365.0,BrkFace,SBrkr,Inside,Gtl,RL,CBlock,TA,Gd,AsphShn,HdBoard,CompShg,Mansard,1968,1968,6,6,2Story,1Fam,Norm,384,11700,Pave,Reg,Norm,NWAmes,Lvl,AllPub,Normal,Gd,175,7,2007,6,0,0,0,0,0,0,224,Y,539,2,1,Typ,TA,143,1,3,2,1,1,0,1743,0,702,1041,Y,WD,GasA,702,60
Attchd,1950.0,Unf,TA,No,Unf,Unf,TA,TA,0.0,None,SBrkr,Inside,Gtl,RL,CBlock,Gd,TA,HdBoard,HdBoard,CompShg,Gable,2004,1950,8,6,1Story,1Fam,Norm,0,14000,Pave,Reg,Norm,Crawfor,Lvl,AllPub,Family,Ex,0,6,2009,8,0,0,0,0,0,36,0,Y,300,1,1,Typ,Gd,1092,1,3,0,1,1,0,1152,0,0,1152,Y,WD,GasA,1092,20
Attchd,1953.0,Unf,TA,Mn,Unf,BLQ,TA,TA,56.0,BrkFace,SBrkr,Corner,Gtl,RL,CBlock,TA,TA,MetalSd,MetalSd,CompShg,Hip,1953,1953,5,5,1Story,2fmCon,Norm,841,15750,Pave,Reg,Norm,Crawfor,Lvl,AllPub,Normal,TA,0,5,2006,6,0,0,0,0,0,0,0,Y,375,1,2,Typ,TA,324,1,2,0,1,0,1,1336,0,0,1336,Y,WD,GasA,1165,190
BuiltIn,1998.0,Fin,TA,No,Unf,GLQ,TA,Gd,0.0,None,SBrkr,Inside,Gtl,RL,PConc,TA,Gd,VinylSd,VinylSd,CompShg,Gable,1999,1998,5,8,2Story,1Fam,Norm,281,16226,Pave,IR3,Norm,CollgCr,Lvl,AllPub,Normal,Ex,0,9,2007,5,0,0,0,0,0,50,208,Y,683,2,1,Typ,Gd,747,1,4,1,2,0,0,2452,0,1242,1210,Y,WD,GasA,1028,60
Attchd,2001.0,RFn,TA,No,Unf,Unf,TA,Gd,150.0,BrkFace,SBrkr,Corner,Gtl,RL,PConc,TA,Gd,VinylSd,VinylSd,CompShg,Gable,2002,2001,5,7,1Story,1Fam,Norm,0,13704,Pave,IR1,Norm,CollgCr,Lvl,AllPub,Normal,Ex,0,6,2006,1,0,0,0,0,0,81,468,Y,843,3,1,Typ,Gd,1541,1,3,0,2,0,0,1541,0,0,1541,Y,WD,GasA,1541,20
Attchd,1975.0,Unf,TA,No,Unf,ALQ,TA,TA,0.0,None,SBrkr,Corner,Gtl,RL,PConc,TA,TA,VinylSd,VinylSd,CompShg,Gable,1972,1972,7,5,1Story,1Fam,Norm,894,9800,Pave,Reg,Norm,CollgCr,Lvl,AllPub,Abnorml,TA,0,5,2006,7,0,0,0,0,0,0,256,Y,552,2,0,Typ,TA,0,1,3,0,1,0,1,894,0,0,894,Y,WD,GasA,894,20
Attchd,2003.0,Unf,TA,No,Unf,Unf,TA,TA,0.0,None,SBrkr,Inside,Gtl,RM,BrkTil,TA,TA,CmentBd,CemntBd,CompShg,Gable,2002,1880,9,7,2.5Fin,1Fam,Norm,0,18386,Pave,Reg,Norm,OldTown,Lvl,AllPub,Normal,Ex,0,10,2008,5,0,0,0,0,0,0,302,Y,870,3,1,Typ,Gd,1470,1,3,0,3,0,0,3493,0,1818,1675,Y,WD,GasA,1470,75
Attchd,2004.0,Fin,TA,No,Unf,GLQ,TA,Gd,246.0,Stone,SBrkr,Inside,Gtl,RL,PConc,TA,Gd,CmentBd,CemntBd,CompShg,Gable,2005,2004,5,8,1Story,1Fam,Norm,1464,10386,Pave,Reg,Norm,CollgCr,Lvl,AllPub,Normal,Ex,0,8,2007,7,0,0,0,0,0,0,168,Y,888,3,0,Typ,Gd,536,1,3,0,2,0,1,2000,0,0,2000,Y,WD,GasA,2000,20
Attchd,1990.0,RFn,TA,No,Unf,ALQ,TA,Gd,246.0,BrkFace,SBrkr,Inside,Gtl,RL,CBlock,TA,Gd,Plywood,HdBoard,CompShg,Gable,1991,1990,5,7,2Story,1Fam,Norm,700,13474,Pave,Reg,Feedr,SawyerW,Lvl,AllPub,Normal,Gd,0,8,2007,6,0,0,0,0,224,44,127,Y,746,3,1,Typ,Gd,0,1,4,1,2,0,1,2243,0,1121,1122,Y,WD,GasA,700,60
,,,,No,Unf,Unf,TA,TA,0.0,None,FuseA,Inside,Gtl,RM,CBlock,Fa,TA,MetalSd,MetalSd,CompShg,Gable,1950,1920,7,6,1.5Fin,1Fam,Norm,0,7920,Pave,IR1,Artery,IDOTRR,Lvl,AllPub,Normal,TA,0,6,2008,3,0,0,0,0,0,144,0,N,0,0,0,Typ,Fa,319,1,3,0,1,0,0,1406,0,371,1035,Y,WD,GasA,319,50
Detchd,1961.0,Unf,TA,No,Unf,BLQ,TA,TA,0.0,None,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,VinylSd,VinylSd,CompShg,Gable,1950,1940,5,4,1Story,1Fam,Norm,262,12342,Pave,IR1,Norm,Edwards,Lvl,AllPub,Normal,Ex,0,4,2009,3,0,0,0,0,0,0,158,Y,539,2,0,Typ,TA,599,1,1,0,1,0,0,861,0,0,861,Y,WD,GasA,861,30
Attchd,2003.0,Fin,TA,Gd,Unf,GLQ,TA,Ex,0.0,None,SBrkr,Inside,Gtl,RL,PConc,TA,Gd,VinylSd,VinylSd,CompShg,Gable,2004,2003,5,9,1Story,1Fam,Norm,1274,12378,Pave,IR1,Norm,NridgHt,Lvl,AllPub,Normal,Ex,0,8,2006,11,0,0,0,0,0,175,208,Y,708,3,3,Typ,Ex,622,1,3,0,2,0,1,1944,0,0,1944,Y,WD,GasA,1896,20
Attchd,1993.0,Fin,TA,No,Unf,ALQ,TA,Gd,112.0,BrkFace,SBrkr,Inside,Gtl,RL,PConc,TA,TA,HdBoard,HdBoard,CompShg,Gable,1994,1993,5,6,2Story,1Fam,Norm,518,7685,Pave,IR1,Norm,Gilbert,Lvl,AllPub,Normal,Gd,0,6,2006,5,0,0,0,0,0,63,190,Y,420,2,1,Typ,Gd,179,1,3,1,2,0,0,1501,0,804,697,Y,WD,GasA,697,60
Detchd,1948.0,Unf,TA,No,Unf,ALQ,TA,TA,0.0,None,SBrkr,Inside,Gtl,RL,CBlock,Gd,TA,VinylSd,VinylSd,CompShg,Gable,2002,1948,6,6,1Story,1Fam,Norm,680,8000,Pave,Reg,Norm,NAmes,Lvl,AllPub,Normal,Ex,0,5,2009,5,0,0,0,0,0,0,0,Y,240,1,1,Typ,TA,292,1,2,0,1,0,1,972,0,0,972,Y,WD,GasA,972,20
Detchd,1939.0,Unf,TA,Mn,Unf,Rec,TA,Gd,0.0,None,SBrkr,Inside,Gtl,RM,CBlock,TA,TA,MetalSd,MetalSd,CompShg,Gable,1950,1939,7,5,1.5Fin,2fmCon,Norm,507,7800,Pave,Reg,Artery,OldTown,Lvl,AllPub,Normal,TA,0,5,2006,5,0,0,271,0,0,0,0,Y,410,2,1,Typ,TA,286,1,3,0,1,0,1,1118,0,325,793,Y,WD,GasA,793,190
Attchd,1965.0,RFn,TA,Gd,Rec,ALQ,TA,Gd,0.0,None,SBrkr,Inside,Sev,RL,CBlock,TA,TA,BrkFace,BrkFace,CompShg,Hip,1965,1965,5,7,1Story,1Fam,Norm,1236,215245,Pave,IR3,Norm,Timber,Low,AllPub,Normal,TA,820,8,2009,6,0,0,0,0,0,0,0,Y,513,2,2,Typ,TA,80,1,3,0,2,0,2,2036,0,0,2036,Y,WD,GasW,2136,20
Detchd,1925.0,Unf,Fa,No,Unf,LwQ,Gd,TA,0.0,None,SBrkr,Inside,Gtl,RM,BrkTil,TA,TA,Wd Sdng,Wd Sdng,CompShg,Gable,1990,1925,7,7,2Story,1Fam,Norm,16,9600,Pave,Reg,Norm,OldTown,Lvl,AllPub,Normal,Ex,0,6,2006,8,0,0,0,0,234,0,0,Y,546,2,1,Typ,Ex,712,1,3,1,1,1,0,1641,0,809,832,Y,WD,GasA,728,70
Attchd,2004.0,Fin,TA,No,Unf,GLQ,TA,Gd,0.0,None,SBrkr,Inside,Gtl,RL,PConc,TA,Gd,VinylSd,VinylSd,CompShg,Gable,2005,2004,5,7,2Story,1Fam,Norm,425,7795,Pave,IR1,Norm,Gilbert,Lvl,AllPub,Normal,Ex,0,6,2009,7,0,0,0,0,0,51,100,Y,432,2,1,Typ,Gd,291,1,3,1,2,0,1,1432,0,716,716,Y,WD,GasA,716,60
Attchd,1983.0,RFn,TA,No,Unf,GLQ,TA,Gd,278.0,BrkFace,SBrkr,Corner,Gtl,RL,CBlock,TA,Gd,CmentBd,CemntBd,CompShg,Gable,1980,1980,7,7,2Story,1Fam,Norm,692,13005,Pave,IR1,Norm,NWAmes,Lvl,AllPub,Normal,TA,0,10,2009,8,0,0,0,0,0,195,288,Y,484,2,1,Typ,Ex,153,1,4,1,2,0,1,2353,0,1200,1153,Y,WD,GasA,845,60
Attchd,2006.0,RFn,TA,Av,Unf,Unf,TA,Gd,0.0,None,SBrkr,Inside,Gtl,FV,PConc,TA,Gd,VinylSd,VinylSd,CompShg,Gable,2006,2006,5,8,2Story,1Fam,Norm,0,9000,Pave,Reg,Norm,Somerst,Lvl,AllPub,Normal,Ex,0,8,2007,12,0,0,0,0,0,46,208,Y,1025,3,1,Typ,Gd,1088,1,3,1,2,0,0,1959,0,871,1088,Y,WD,GasA,1088,60
Attchd,1993.0,RFn,TA,Gd,Unf,GLQ,TA,Gd,256.0,BrkFace,SBrkr,Inside,Mod,RL,PConc,TA,Gd,HdBoard,HdBoard,CompShg,Gable,1993,1993,5,7,2Story,1Fam,Norm,987,9900,Pave,Reg,Norm,NoRidge,Low,AllPub,Normal,Ex,0,9,2009,4,0,0,0,0,144,60,340,Y,656,3,1,Typ,Gd,360,1,4,1,2,0,1,2646,0,1274,1372,Y,WD,GasA,1347,60
Attchd,1980.0,Unf,TA,Av,Unf,GLQ,TA,Gd,225.0,BrkFace,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,Plywood,Plywood,CompShg,Gable,1980,1980,5,7,SLvl,1Fam,Norm,1036,14115,Pave,Reg,Norm,NWAmes,Lvl,AllPub,Normal,TA,0,6,2009,6,0,0,0,0,0,48,233,Y,588,2,2,Typ,TA,336,1,3,0,2,0,1,1472,0,0,1472,Y,WD,GasA,1372,80
Attchd,2006.0,RFn,TA,Av,Unf,Unf,Gd,Ex,370.0,Stone,SBrkr,Corner,Gtl,RL,PConc,TA,TA,VinylSd,VinylSd,CompShg,Gable,2006,2006,5,9,2Story,1Fam,Norm,0,16259,Pave,Reg,Norm,NridgHt,Lvl,AllPub,Partial,Ex,0,9,2006,9,0,0,0,0,0,154,240,Y,840,3,0,Typ,Gd,1249,1,4,1,3,0,0,2596,0,1347,1249,Y,New,GasA,1249,60
BuiltIn,2004.0,Fin,TA,Av,Unf,GLQ,TA,Ex,388.0,BrkFace,SBrkr,Inside,Gtl,RL,PConc,TA,Gd,VinylSd,VinylSd,CompShg,Gable,2004,2004,5,8,2Story,1Fam,Norm,970,12099,Pave,IR1,Norm,NridgHt,Lvl,AllPub,Normal,Ex,0,10,2007,6,0,0,0,0,0,154,184,Y,872,3,1,Typ,Gd,166,1,4,1,2,0,1,2468,0,1332,1136,Y,WD,GasA,1136,60
Attchd,1987.0,Fin,TA,Gd,ALQ,LwQ,TA,TA,172.0,BrkFace,SBrkr,Inside,Gtl,RL,CBlock,TA,Gd,Plywood,Plywood,CompShg,Gable,1987,1986,5,7,2Story,1Fam,Norm,28,10380,Pave,IR1,Norm,SawyerW,Lvl,AllPub,Normal,Ex,1474,8,2007,8,0,0,0,0,0,96,201,Y,576,2,1,Typ,Gd,0,1,4,1,2,0,1,2730,0,1177,1553,Y,WD,GasA,1502,60
Attchd,1955.0,Unf,Fa,No,Unf,ALQ,TA,TA,0.0,None,SBrkr,Inside,Gtl,RM,CBlock,Gd,TA,VinylSd,VinylSd,CompShg,Gable,2005,1955,8,3,1Story,1Fam,Norm,256,5820,Pave,Reg,Norm,OldTown,Lvl,AllPub,Normal,Ex,0,6,2006,7,0,0,0,0,0,98,142,Y,220,1,0,Typ,TA,906,1,3,0,1,0,1,1163,0,0,1163,Y,WD,GasA,1162,20
BuiltIn,1961.0,Fin,TA,No,Unf,Unf,TA,Gd,300.0,BrkFace,SBrkr,Corner,Gtl,RL,CBlock,Gd,Gd,Wd Sdng,Wd Sdng,WdShake,Mansard,2007,1967,7,7,SLvl,1Fam,Norm,0,11275,Pave,Reg,PosN,NAmes,Lvl,AllPub,Normal,Ex,0,11,2010,6,0,0,0,0,0,0,240,Y,564,2,1,Typ,Gd,710,1,5,1,2,0,0,2978,0,1080,1898,Y,WD,GasA,710,80
Detchd,1941.0,Unf,TA,Av,Unf,BLQ,TA,TA,0.0,None,FuseF,Inside,Gtl,RM,CBlock,TA,TA,MetalSd,MetalSd,CompShg,Gable,1950,1941,6,5,1.5Unf,1Fam,Norm,116,5000,Pave,Reg,RRAe,IDOTRR,Lvl,AllPub,Normal,Po,0,5,2007,12,0,0,0,0,244,0,0,Y,360,2,0,Typ,TA,604,1,2,0,1,0,0,803,0,0,803,N,WD,GasA,720,45
Attchd,1993.0,Fin,TA,Gd,Unf,GLQ,TA,Gd,0.0,None,SBrkr,CulDSac,Gtl,RL,PConc,TA,Gd,BrkFace,BrkFace,CompShg,Gable,1993,1993,5,8,1Story,TwnhsE,Norm,1619,10846,Pave,IR1,Norm,Veenker,Lvl,AllPub,Normal,Ex,0,6,2008,5,0,0,0,0,0,30,122,Y,473,2,2,Typ,Gd,100,1,1,1,1,0,2,1719,0,0,1719,Y,Con,GasA,1719,120
Attchd,1960.0,RFn,TA,No,Unf,Rec,TA,TA,175.0,BrkFace,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,Wd Sdng,Wd Sdng,CompShg,Hip,1960,1960,5,6,1Story,1Fam,Norm,565,11600,Pave,Reg,Norm,NAmes,Lvl,AllPub,Normal,TA,0,7,2006,4,0,0,0,0,0,45,0,Y,292,1,0,Typ,TA,818,1,3,1,1,0,0,1383,0,0,1383,Y,WD,GasA,1383,20
Detchd,1930.0,Unf,TA,No,Unf,Unf,TA,TA,0.0,None,FuseA,Inside,Gtl,RL,BrkTil,TA,TA,Wd Shng,Wd Sdng,CompShg,Gable,1994,1916,6,6,2.5Unf,1Fam,Norm,0,11888,Pave,IR1,PosN,BrkSide,Bnk,AllPub,Normal,Gd,0,10,2009,7,0,0,0,0,268,60,0,Y,441,2,0,Typ,Gd,844,1,5,0,2,0,0,2134,0,689,1445,N,WD,GasA,844,75
Detchd,1920.0,Unf,Fa,Mn,Unf,Unf,TA,TA,0.0,None,SBrkr,Corner,Gtl,RM,PConc,TA,TA,Wd Shng,Wd Sdng,CompShg,Gable,1950,1920,5,5,2Story,1Fam,Norm,0,6402,Pave,Reg,Norm,IDOTRR,Lvl,AllPub,Normal,TA,0,6,2009,7,0,0,0,0,137,0,0,N,189,1,0,Typ,TA,596,1,3,0,1,0,0,1192,0,596,596,N,WD,GasA,596,70
Detchd,2002.0,Unf,TA,No,Rec,GLQ,TA,TA,84.0,BrkFace,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,HdBoard,HdBoard,CompShg,Gable,1964,1964,4,5,1Story,Duplex,Norm,40,10624,Pave,IR1,Norm,NAmes,Lvl,AllPub,Normal,TA,264,10,2007,11,0,0,0,0,0,0,155,Y,352,1,0,Typ,TA,1424,2,6,0,2,1,0,1728,0,0,1728,Y,WD,GasA,1728,90
Attchd,1958.0,RFn,TA,No,Unf,Rec,TA,TA,0.0,None,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,Wd Sdng,Wd Sdng,CompShg,Gable,1992,1958,6,5,1Story,1Fam,Norm,846,8176,Pave,Reg,Norm,NAmes,Lvl,AllPub,Normal,Fa,0,6,2007,8,0,0,0,0,0,0,0,Y,308,1,0,Typ,TA,210,1,3,0,1,0,1,1056,0,0,1056,Y,WD,GasA,1056,20
Attchd,2003.0,RFn,TA,No,,GLQ,TA,Gd,296.0,BrkFace,SBrkr,Inside,Gtl,RL,PConc,TA,Gd,VinylSd,VinylSd,CompShg,Gable,2004,2003,5,8,1Story,1Fam,Norm,1124,10655,Pave,IR1,Norm,NridgHt,Lvl,AllPub,Normal,Ex,479,7,2009,10,0,0,0,0,0,0,0,Y,880,3,1,Typ,Gd,1603,1,3,0,2,0,1,1629,0,0,1629,Y,WD,GasA,3206,20
Attchd,2004.0,RFn,TA,Av,Unf,GLQ,TA,Gd,146.0,Stone,SBrkr,FR3,Gtl,RM,PConc,TA,Gd,VinylSd,VinylSd,CompShg,Gable,2004,2004,5,7,1Story,TwnhsE,Norm,720,8198,Pave,Reg,Norm,NridgHt,Lvl,AllPub,Normal,Ex,0,6,2008,7,0,0,0,0,0,30,192,Y,484,2,1,Typ,Gd,638,1,2,0,2,0,1,1358,0,0,1358,Y,WD,GasA,1358,120
Attchd,1998.0,Fin,TA,Gd,Unf,GLQ,TA,Gd,0.0,None,SBrkr,Inside,Gtl,RL,PConc,TA,TA,VinylSd,VinylSd,CompShg,Gable,1998,1998,5,6,2Story,1Fam,Norm,828,9042,Pave,IR1,Norm,Gilbert,Lvl,AllPub,Normal,Gd,0,7,2008,7,0,0,0,0,0,38,100,Y,472,2,2,Typ,TA,115,1,3,1,2,0,1,1638,0,695,943,Y,WD,GasA,943,60
Attchd,1965.0,Fin,TA,Gd,BLQ,ALQ,TA,TA,0.0,None,SBrkr,Corner,Sev,RL,CBlock,TA,TA,Plywood,Plywood,CompShg,Gable,1965,1965,6,5,1.5Fin,2fmCon,Norm,1249,164660,Grvl,IR1,Norm,Timber,HLS,AllPub,Normal,Ex,147,7,2008,8,700,0,0,0,0,0,670,Y,529,2,2,Typ,TA,103,1,3,0,2,0,2,1786,0,167,1619,Y,WD,GasA,1499,190
Attchd,2005.0,Fin,TA,Gd,Unf,GLQ,TA,Ex,200.0,Stone,SBrkr,Corner,Gtl,RL,PConc,TA,Gd,VinylSd,VinylSd,CompShg,Hip,2006,2005,5,9,1Story,1Fam,Norm,1249,14157,Pave,IR1,Norm,StoneBr,HLS,AllPub,Normal,Ex,0,8,2007,7,0,0,0,0,0,51,178,Y,676,3,1,Typ,Gd,673,1,3,0,2,0,1,1922,0,0,1922,Y,WD,GasA,1922,20
Attchd,2002.0,RFn,TA,Av,Unf,GLQ,TA,Gd,113.0,BrkFace,SBrkr,Inside,Gtl,RL,PConc,TA,Gd,VinylSd,VinylSd,CompShg,Gable,2003,2002,5,7,1Story,1Fam,Norm,810,9135,Pave,Reg,Norm,CollgCr,Lvl,AllPub,Normal,Ex,0,7,2008,12,0,0,0,0,0,74,192,Y,532,2,0,Typ,Gd,726,1,3,0,2,0,1,1536,0,0,1536,Y,WD,GasA,1536,20
Attchd,1984.0,RFn,TA,Mn,Unf,ALQ,TA,Gd,0.0,None,SBrkr,Corner,Gtl,RL,CBlock,TA,Gd,Wd Sdng,Wd Sdng,CompShg,Gable,1998,1984,7,7,1Story,1Fam,Norm,213,14145,Pave,Reg,Norm,NWAmes,Lvl,AllPub,Normal,Ex,0,8,2006,5,400,0,0,0,0,45,108,Y,440,2,0,Typ,Gd,995,1,3,0,2,0,1,1621,0,0,1621,Y,WD,GasA,1208,20
Attchd,1958.0,Unf,TA,No,Unf,Rec,Fa,TA,176.0,BrkFace,FuseA,Inside,Gtl,RL,CBlock,TA,TA,Wd Sdng,Wd Sdng,CompShg,Hip,1998,1958,7,6,1Story,1Fam,Norm,585,12400,Pave,IR1,Feedr,NAmes,Lvl,AllPub,Normal,TA,0,6,2009,6,0,0,234,0,0,0,0,Y,297,1,0,Typ,TA,630,1,3,0,1,0,0,1215,0,0,1215,Y,WD,GasA,1215,20
Attchd,2002.0,Fin,TA,No,Unf,Unf,TA,Gd,0.0,None,SBrkr,Inside,Gtl,RL,PConc,TA,Gd,VinylSd,VinylSd,CompShg,Gable,2002,2002,5,8,2Story,1Fam,Norm,0,14191,Pave,Reg,Norm,Timber,Lvl,AllPub,Normal,Ex,0,9,2010,4,0,0,0,0,0,0,135,Y,431,2,0,Typ,Gd,967,1,4,1,2,0,0,1908,0,915,993,Y,WD,GasA,967,60
CarPort,1950.0,Unf,TA,No,Unf,Unf,Fa,TA,0.0,None,SBrkr,Inside,Gtl,RH,CBlock,Fa,Fa,AsbShng,Wd Sdng,CompShg,Gable,1950,1950,4,4,1Story,1Fam,Norm,0,8400,Pave,Reg,Feedr,SawyerW,Lvl,AllPub,Normal,Gd,0,4,2009,9,0,0,0,0,24,0,250,N,294,1,0,Typ,TA,721,1,2,0,1,0,0,841,0,0,841,Y,WD,GasA,721,20
Detchd,1949.0,Unf,TA,,,,,,340.0,BrkFace,FuseA,Inside,Gtl,RL,Slab,TA,TA,Stucco,Stucco,CompShg,Gable,1950,1949,4,3,1Story,Duplex,Norm,0,8544,Pave,Reg,Norm,NAmes,Lvl,AllPub,Normal,Fa,0,6,2006,5,0,0,0,0,0,0,0,Y,400,2,0,Typ,TA,0,2,2,0,2,0,0,1040,0,0,1040,N,WD,Wall,0,90
Attchd,2005.0,RFn,TA,No,Unf,GLQ,TA,Ex,616.0,BrkFace,SBrkr,Inside,Gtl,RL,PConc,TA,Ex,MetalSd,MetalSd,CompShg,Hip,2005,2005,5,9,1Story,TwnhsE,Norm,28,8849,Pave,IR1,Norm,NridgHt,Lvl,AllPub,Normal,Ex,0,6,2008,7,0,0,0,0,0,72,495,Y,564,2,1,Typ,Ex,1656,1,2,0,2,0,0,1684,0,0,1684,Y,WD,GasA,1684,120
Attchd,1976.0,Unf,TA,No,BLQ,Rec,TA,Gd,0.0,None,SBrkr,Inside,Gtl,RM,CBlock,TA,TA,CmentBd,CemntBd,CompShg,Gable,1976,1976,3,5,2Story,TwnhsE,Norm,129,2592,Pave,Reg,Norm,MeadowV,Lvl,AllPub,Normal,TA,232,4,2010,4,0,0,0,0,0,0,182,Y,336,1,0,Typ,TA,175,1,3,1,1,0,0,1112,0,576,536,Y,WD,GasA,536,160
Detchd,1939.0,Unf,TA,No,Unf,Unf,TA,TA,0.0,None,SBrkr,Inside,Gtl,RL,BrkTil,TA,TA,MetalSd,MetalSd,CompShg,Gable,1950,1939,5,6,1.5Fin,1Fam,Norm,0,6435,Pave,Reg,RRAn,BrkSide,Lvl,AllPub,Normal,Gd,0,6,2006,10,0,0,0,0,0,0,0,Y,312,1,1,Typ,Fa,972,1,3,0,1,0,0,1577,0,605,972,Y,WD,GasA,972,50
Attchd,1960.0,RFn,TA,Mn,Unf,BLQ,TA,TA,0.0,None,SBrkr,CulDSac,Gtl,RL,CBlock,Gd,TA,MetalSd,MetalSd,CompShg,Hip,1998,1960,8,6,1Story,1Fam,Norm,498,12772,Pave,IR1,Norm,NAmes,Lvl,AllPub,Normal,TA,0,5,2007,4,15500,0,0,0,0,0,0,Y,301,1,0,Typ,TA,460,1,2,0,1,0,0,958,0,0,958,Y,WD,GasA,958,20
Attchd,1960.0,Unf,TA,No,Unf,BLQ,TA,TA,30.0,BrkFace,FuseA,Inside,Gtl,RL,CBlock,TA,TA,Wd Sdng,Wd Sdng,CompShg,Gable,1960,1960,5,6,1Story,1Fam,Norm,1270,17600,Pave,IR1,Norm,NAmes,Lvl,AllPub,Normal,Ex,0,6,2009,12,0,0,0,0,0,40,0,Y,498,2,2,Typ,TA,208,1,3,0,2,0,1,1478,0,0,1478,Y,WD,GasA,1478,20
BuiltIn,2003.0,RFn,TA,No,Unf,GLQ,TA,Gd,106.0,Stone,SBrkr,Inside,Gtl,RL,PConc,TA,Gd,Wd Shng,VinylSd,CompShg,Gable,2004,2003,5,7,2Story,Twnhs,Norm,573,2448,Pave,Reg,Norm,NridgHt,Lvl,AllPub,Normal,Ex,0,6,2008,10,0,0,0,0,0,27,0,Y,474,2,0,Typ,Gd,191,1,2,1,2,0,1,1626,0,862,764,Y,WD,GasA,764,160
Attchd,2006.0,Fin,TA,No,Unf,GLQ,TA,Ex,870.0,BrkFace,SBrkr,Inside,Gtl,RL,PConc,TA,Ex,CmentBd,CemntBd,CompShg,Hip,2006,2005,5,9,2Story,1Fam,Norm,1410,20431,Pave,IR2,Norm,NridgHt,Lvl,AllPub,Partial,Ex,0,10,2006,4,0,0,0,0,0,0,0,Y,706,3,2,Typ,Ex,438,1,4,1,2,0,1,2728,0,880,1848,Y,New,GasA,1848,60
Attchd,2007.0,RFn,TA,No,Unf,Unf,TA,Ex,362.0,BrkFace,SBrkr,Inside,Gtl,RL,PConc,TA,Ex,MetalSd,MetalSd,CompShg,Hip,2007,2007,5,9,1Story,TwnhsE,Norm,0,7820,Pave,IR1,Norm,NridgHt,Lvl,AllPub,Partial,Ex,0,6,2007,12,0,0,0,0,0,54,210,Y,617,2,1,Typ,Ex,1869,1,2,0,2,0,0,1869,0,0,1869,Y,New,GasA,1869,120
